Date,Actual Generation,Primary Source
30/12/2023 09:00,3.17,Hydro
30/12/2023 09:00,0.44,Wind
30/12/2023 09:00,14.31,Thermal
30/12/2023 08:00,0.63,Geothermal
30/12/2023 08:00,1.94,Self-consumption
30/12/2023 08:00,0.65,Photovoltaic
30/12/2023 08:00,3.51,Hydro
30/12/2023 08:00,0.54,Wind
30/12/2023 08:00,14.25,Thermal
30/12/2023 07:00,0.63,Geothermal
30/12/2023 07:00,1.72,Self-consumption
30/12/2023 07:00,0.06,Photovoltaic
30/12/2023 07:00,2.85,Hydro
30/12/2023 07:00,0.62,Wind
30/12/2023 07:00,13.12,Thermal
30/12/2023 06:00,0.63,Geothermal
30/12/2023 06:00,1.47,Self-consumption
30/12/2023 06:00,0,Photovoltaic
30/12/2023 06:00,2.4,Hydro
30/12/2023 06:00,0.72,Wind
30/12/2023 06:00,11.98,Thermal
30/12/2023 05:00,0.63,Geothermal
30/12/2023 05:00,1.38,Self-consumption
30/12/2023 05:00,0,Photovoltaic
30/12/2023 05:00,1.9,Hydro
30/12/2023 05:00,0.94,Wind
30/12/2023 05:00,10.83,Thermal
30/12/2023 04:00,0.63,Geothermal
30/12/2023 04:00,1.28,Self-consumption
30/12/2023 04:00,0,Photovoltaic
30/12/2023 04:00,1.74,Hydro
30/12/2023 04:00,1.17,Wind
30/12/2023 04:00,10.2,Thermal
30/12/2023 03:00,0.63,Geothermal
30/12/2023 03:00,1.26,Self-consumption
30/12/2023 03:00,0,Photovoltaic
30/12/2023 03:00,1.76,Hydro
30/12/2023 03:00,1.22,Wind
30/12/2023 03:00,9.98,Thermal
30/12/2023 02:00,0.63,Geothermal
30/12/2023 02:00,1.24,Self-consumption
30/12/2023 02:00,0,Photovoltaic
30/12/2023 02:00,1.85,Hydro
30/12/2023 02:00,1.22,Wind
30/12/2023 02:00,10.18,Thermal
30/12/2023 01:00,0.63,Geothermal
30/12/2023 01:00,1.25,Self-consumption
30/12/2023 01:00,0,Photovoltaic
30/12/2023 01:00,2,Hydro
30/12/2023 01:00,1.3,Wind
30/12/2023 01:00,10.64,Thermal
30/12/2023 00:00,0.63,Geothermal
30/12/2023 00:00,1.24,Self-consumption
30/12/2023 00:00,0,Photovoltaic
30/12/2023 00:00,2.22,Hydro
30/12/2023 00:00,1.18,Wind
30/12/2023 00:00,12.02,Thermal
29/12/2023 23:00,1.21,Wind
29/12/2023 23:00,1.41,Self-consumption
29/12/2023 23:00,0,Photovoltaic
29/12/2023 23:00,0.63,Geothermal
29/12/2023 23:00,2.34,Hydro
29/12/2023 23:00,14.03,Thermal
29/12/2023 22:00,0.98,Wind
29/12/2023 22:00,15.83,Thermal
29/12/2023 22:00,0.63,Geothermal
29/12/2023 22:00,0,Photovoltaic
29/12/2023 22:00,1.62,Self-consumption
29/12/2023 22:00,3.24,Hydro
29/12/2023 21:00,18.05,Thermal
29/12/2023 21:00,0,Photovoltaic
29/12/2023 21:00,0.63,Geothermal
29/12/2023 21:00,0.9,Wind
29/12/2023 21:00,1.77,Self-consumption
29/12/2023 21:00,3.51,Hydro
29/12/2023 20:00,0.9,Wind
29/12/2023 20:00,1.8,Self-consumption
29/12/2023 20:00,0,Photovoltaic
29/12/2023 20:00,0.63,Geothermal
29/12/2023 20:00,19.34,Thermal
29/12/2023 20:00,4.22,Hydro
29/12/2023 19:00,19.67,Thermal
29/12/2023 19:00,0.77,Wind
29/12/2023 19:00,6.06,Hydro
29/12/2023 19:00,1.86,Self-consumption
29/12/2023 19:00,0,Photovoltaic
29/12/2023 19:00,0.63,Geothermal
29/12/2023 18:00,20.9,Thermal
29/12/2023 18:00,0.63,Geothermal
29/12/2023 18:00,0,Photovoltaic
29/12/2023 18:00,1.92,Self-consumption
29/12/2023 18:00,6.32,Hydro
29/12/2023 18:00,0.55,Wind
29/12/2023 17:00,0.54,Wind
29/12/2023 17:00,0.63,Geothermal
29/12/2023 17:00,6.06,Hydro
29/12/2023 17:00,1.89,Self-consumption
29/12/2023 17:00,0,Photovoltaic
29/12/2023 17:00,19.95,Thermal
29/12/2023 16:00,4.28,Hydro
29/12/2023 16:00,1.89,Self-consumption
29/12/2023 16:00,0.11,Photovoltaic
29/12/2023 16:00,0.63,Geothermal
29/12/2023 16:00,20.1,Thermal
29/12/2023 16:00,0.57,Wind
29/12/2023 15:00,0.9,Photovoltaic
29/12/2023 15:00,0.63,Geothermal
29/12/2023 15:00,19.54,Thermal
29/12/2023 15:00,2.07,Self-consumption
29/12/2023 15:00,3.98,Hydro
29/12/2023 15:00,0.63,Wind
29/12/2023 14:00,2.81,Hydro
29/12/2023 14:00,2.51,Self-consumption
29/12/2023 14:00,2.37,Photovoltaic
29/12/2023 14:00,0.63,Geothermal
29/12/2023 14:00,0.73,Wind
29/12/2023 14:00,18.71,Thermal
29/12/2023 13:00,0.63,Geothermal
29/12/2023 13:00,2.68,Self-consumption
29/12/2023 13:00,3.29,Photovoltaic
29/12/2023 13:00,2.56,Hydro
29/12/2023 13:00,0.86,Wind
29/12/2023 13:00,17.2,Thermal
29/12/2023 12:00,0.63,Geothermal
29/12/2023 12:00,2.87,Self-consumption
29/12/2023 12:00,3.82,Photovoltaic
29/12/2023 12:00,2.66,Hydro
29/12/2023 12:00,0.8,Wind
29/12/2023 12:00,17.22,Thermal
29/12/2023 11:00,0.63,Geothermal
29/12/2023 11:00,2.77,Self-consumption
29/12/2023 11:00,3.86,Photovoltaic
29/12/2023 11:00,2.47,Hydro
29/12/2023 11:00,0.68,Wind
29/12/2023 11:00,16.45,Thermal
29/12/2023 10:00,17,Thermal
29/12/2023 10:00,0.63,Geothermal
29/12/2023 10:00,0.49,Wind
29/12/2023 10:00,2.86,Photovoltaic
29/12/2023 10:00,3.02,Hydro
29/12/2023 10:00,2.44,Self-consumption
29/12/2023 09:00,0.63,Geothermal
29/12/2023 09:00,2.07,Self-consumption
29/12/2023 09:00,1.6,Photovoltaic
29/12/2023 09:00,3.99,Hydro
29/12/2023 09:00,0.43,Wind
29/12/2023 09:00,17.53,Thermal
29/12/2023 08:00,0.63,Geothermal
29/12/2023 08:00,1.76,Self-consumption
29/12/2023 08:00,0.66,Photovoltaic
29/12/2023 08:00,4.19,Hydro
29/12/2023 08:00,0.51,Wind
29/12/2023 08:00,17.39,Thermal
29/12/2023 07:00,0.63,Geothermal
29/12/2023 07:00,1.54,Self-consumption
29/12/2023 07:00,0.03,Photovoltaic
29/12/2023 07:00,2.64,Hydro
29/12/2023 07:00,0.65,Wind
29/12/2023 07:00,16.56,Thermal
29/12/2023 06:00,0.63,Geothermal
29/12/2023 06:00,1.35,Self-consumption
29/12/2023 06:00,0,Photovoltaic
29/12/2023 06:00,2.19,Hydro
29/12/2023 06:00,0.8,Wind
29/12/2023 06:00,13.52,Thermal
29/12/2023 05:00,0.63,Geothermal
29/12/2023 05:00,1.28,Self-consumption
29/12/2023 05:00,0,Photovoltaic
29/12/2023 05:00,2.05,Hydro
29/12/2023 05:00,0.91,Wind
29/12/2023 05:00,11.59,Thermal
29/12/2023 04:00,0.63,Geothermal
29/12/2023 04:00,1.21,Self-consumption
29/12/2023 04:00,0.01,Photovoltaic
29/12/2023 04:00,1.97,Hydro
29/12/2023 04:00,0.82,Wind
29/12/2023 04:00,10.31,Thermal
29/12/2023 03:00,0.63,Geothermal
29/12/2023 03:00,1.16,Self-consumption
29/12/2023 03:00,0.01,Photovoltaic
29/12/2023 03:00,2.07,Hydro
29/12/2023 03:00,0.74,Wind
29/12/2023 03:00,10,Thermal
29/12/2023 02:00,0.64,Geothermal
29/12/2023 02:00,1.17,Self-consumption
29/12/2023 02:00,0.01,Photovoltaic
29/12/2023 02:00,2.2,Hydro
29/12/2023 02:00,0.69,Wind
29/12/2023 02:00,10.32,Thermal
29/12/2023 01:00,0.63,Geothermal
29/12/2023 01:00,1.18,Self-consumption
29/12/2023 01:00,0,Photovoltaic
29/12/2023 01:00,2.34,Hydro
29/12/2023 01:00,0.8,Wind
29/12/2023 01:00,10.24,Thermal
29/12/2023 00:00,0.63,Geothermal
29/12/2023 00:00,1.18,Self-consumption
29/12/2023 00:00,0,Photovoltaic
29/12/2023 00:00,2.43,Hydro
29/12/2023 00:00,0.89,Wind
29/12/2023 00:00,11.36,Thermal
28/12/2023 23:00,1.02,Wind
28/12/2023 23:00,1.45,Self-consumption
28/12/2023 23:00,0,Photovoltaic
28/12/2023 23:00,0.63,Geothermal
28/12/2023 23:00,2.4,Hydro
28/12/2023 23:00,12.44,Thermal
28/12/2023 22:00,0.86,Wind
28/12/2023 22:00,13.86,Thermal
28/12/2023 22:00,0.63,Geothermal
28/12/2023 22:00,0,Photovoltaic
28/12/2023 22:00,1.7,Self-consumption
28/12/2023 22:00,2.79,Hydro
28/12/2023 21:00,15.35,Thermal
28/12/2023 21:00,0,Photovoltaic
28/12/2023 21:00,0.63,Geothermal
28/12/2023 21:00,0.92,Wind
28/12/2023 21:00,2.06,Self-consumption
28/12/2023 21:00,3.87,Hydro
28/12/2023 20:00,1.24,Wind
28/12/2023 20:00,2.25,Self-consumption
28/12/2023 20:00,0,Photovoltaic
28/12/2023 20:00,0.63,Geothermal
28/12/2023 20:00,16.89,Thermal
28/12/2023 20:00,4.73,Hydro
28/12/2023 19:00,17.87,Thermal
28/12/2023 19:00,1.52,Wind
28/12/2023 19:00,5.51,Hydro
28/12/2023 19:00,2.3,Self-consumption
28/12/2023 19:00,0,Photovoltaic
28/12/2023 19:00,0.63,Geothermal
28/12/2023 18:00,17.61,Thermal
28/12/2023 18:00,0.63,Geothermal
28/12/2023 18:00,0,Photovoltaic
28/12/2023 18:00,2.29,Self-consumption
28/12/2023 18:00,6.13,Hydro
28/12/2023 18:00,1.73,Wind
28/12/2023 17:00,1.71,Wind
28/12/2023 17:00,0.63,Geothermal
28/12/2023 17:00,6.43,Hydro
28/12/2023 17:00,2.28,Self-consumption
28/12/2023 17:00,0,Photovoltaic
28/12/2023 17:00,17.38,Thermal
28/12/2023 16:00,4.98,Hydro
28/12/2023 16:00,2.27,Self-consumption
28/12/2023 16:00,0.08,Photovoltaic
28/12/2023 16:00,0.63,Geothermal
28/12/2023 16:00,17.07,Thermal
28/12/2023 16:00,1.36,Wind
28/12/2023 15:00,1.04,Photovoltaic
28/12/2023 15:00,0.63,Geothermal
28/12/2023 15:00,16.28,Thermal
28/12/2023 15:00,2.64,Self-consumption
28/12/2023 15:00,3.75,Hydro
28/12/2023 15:00,1.23,Wind
28/12/2023 14:00,2.84,Hydro
28/12/2023 14:00,3.08,Self-consumption
28/12/2023 14:00,2.57,Photovoltaic
28/12/2023 14:00,0.63,Geothermal
28/12/2023 14:00,1.45,Wind
28/12/2023 14:00,14.71,Thermal
28/12/2023 13:00,0.63,Geothermal
28/12/2023 13:00,3.5,Self-consumption
28/12/2023 13:00,3.85,Photovoltaic
28/12/2023 13:00,2.66,Hydro
28/12/2023 13:00,1.5,Wind
28/12/2023 13:00,13.08,Thermal
28/12/2023 12:00,0.63,Geothermal
28/12/2023 12:00,3.64,Self-consumption
28/12/2023 12:00,4.25,Photovoltaic
28/12/2023 12:00,2.72,Hydro
28/12/2023 12:00,1.33,Wind
28/12/2023 12:00,13.19,Thermal
28/12/2023 11:00,0.63,Geothermal
28/12/2023 11:00,3.43,Self-consumption
28/12/2023 11:00,3.85,Photovoltaic
28/12/2023 11:00,3.25,Hydro
28/12/2023 11:00,1.13,Wind
28/12/2023 11:00,13.66,Thermal
28/12/2023 10:00,14.43,Thermal
28/12/2023 10:00,0.63,Geothermal
28/12/2023 10:00,1.09,Wind
28/12/2023 10:00,3.1,Photovoltaic
28/12/2023 10:00,3.72,Hydro
28/12/2023 10:00,3.06,Self-consumption
28/12/2023 09:00,0.63,Geothermal
28/12/2023 09:00,2.74,Self-consumption
28/12/2023 09:00,2.11,Photovoltaic
28/12/2023 09:00,4.49,Hydro
28/12/2023 09:00,0.94,Wind
28/12/2023 09:00,15.38,Thermal
28/12/2023 08:00,0.63,Geothermal
28/12/2023 08:00,2.29,Self-consumption
28/12/2023 08:00,0.83,Photovoltaic
28/12/2023 08:00,4.82,Hydro
28/12/2023 08:00,0.9,Wind
28/12/2023 08:00,15.01,Thermal
28/12/2023 07:00,0.63,Geothermal
28/12/2023 07:00,1.99,Self-consumption
28/12/2023 07:00,0.05,Photovoltaic
28/12/2023 07:00,3.86,Hydro
28/12/2023 07:00,0.79,Wind
28/12/2023 07:00,13.93,Thermal
28/12/2023 06:00,0.63,Geothermal
28/12/2023 06:00,1.73,Self-consumption
28/12/2023 06:00,0,Photovoltaic
28/12/2023 06:00,2.87,Hydro
28/12/2023 06:00,0.73,Wind
28/12/2023 06:00,11.8,Thermal
28/12/2023 05:00,0.63,Geothermal
28/12/2023 05:00,1.45,Self-consumption
28/12/2023 05:00,0,Photovoltaic
28/12/2023 05:00,2.63,Hydro
28/12/2023 05:00,0.69,Wind
28/12/2023 05:00,10,Thermal
28/12/2023 04:00,0.63,Geothermal
28/12/2023 04:00,1.3,Self-consumption
28/12/2023 04:00,0,Photovoltaic
28/12/2023 04:00,2.59,Hydro
28/12/2023 04:00,0.62,Wind
28/12/2023 04:00,9.03,Thermal
28/12/2023 03:00,0.63,Geothermal
28/12/2023 03:00,1.3,Self-consumption
28/12/2023 03:00,0,Photovoltaic
28/12/2023 03:00,2.68,Hydro
28/12/2023 03:00,0.46,Wind
28/12/2023 03:00,8.86,Thermal
28/12/2023 02:00,0.63,Geothermal
28/12/2023 02:00,1.32,Self-consumption
28/12/2023 02:00,0,Photovoltaic
28/12/2023 02:00,2.79,Hydro
28/12/2023 02:00,0.46,Wind
28/12/2023 02:00,9.09,Thermal
28/12/2023 01:00,0.63,Geothermal
28/12/2023 01:00,1.33,Self-consumption
28/12/2023 01:00,0,Photovoltaic
28/12/2023 01:00,2.78,Hydro
28/12/2023 01:00,0.44,Wind
28/12/2023 01:00,9.67,Thermal
28/12/2023 00:00,0.63,Geothermal
28/12/2023 00:00,1.48,Self-consumption
28/12/2023 00:00,0,Photovoltaic
28/12/2023 00:00,3.1,Hydro
28/12/2023 00:00,0.36,Wind
28/12/2023 00:00,11.63,Thermal
27/12/2023 23:00,0.28,Wind
27/12/2023 23:00,1.78,Self-consumption
27/12/2023 23:00,0,Photovoltaic
27/12/2023 23:00,0.63,Geothermal
27/12/2023 23:00,2.96,Hydro
27/12/2023 23:00,14.78,Thermal
27/12/2023 22:00,0.19,Wind
27/12/2023 22:00,17.21,Thermal
27/12/2023 22:00,0.63,Geothermal
27/12/2023 22:00,0,Photovoltaic
27/12/2023 22:00,2.05,Self-consumption
27/12/2023 22:00,3.21,Hydro
27/12/2023 21:00,19.07,Thermal
27/12/2023 21:00,0,Photovoltaic
27/12/2023 21:00,0.63,Geothermal
27/12/2023 21:00,0.16,Wind
27/12/2023 21:00,2.24,Self-consumption
27/12/2023 21:00,4.29,Hydro
27/12/2023 20:00,0.14,Wind
27/12/2023 20:00,2.28,Self-consumption
27/12/2023 20:00,0,Photovoltaic
27/12/2023 20:00,0.63,Geothermal
27/12/2023 20:00,20.5,Thermal
27/12/2023 20:00,5.59,Hydro
27/12/2023 19:00,22.15,Thermal
27/12/2023 19:00,0.15,Wind
27/12/2023 19:00,6.17,Hydro
27/12/2023 19:00,2.38,Self-consumption
27/12/2023 19:00,0,Photovoltaic
27/12/2023 19:00,0.63,Geothermal
27/12/2023 18:00,22.27,Thermal
27/12/2023 18:00,0.63,Geothermal
27/12/2023 18:00,0,Photovoltaic
27/12/2023 18:00,2.36,Self-consumption
27/12/2023 18:00,6.15,Hydro
27/12/2023 18:00,0.18,Wind
27/12/2023 17:00,0.19,Wind
27/12/2023 17:00,0.63,Geothermal
27/12/2023 17:00,5.89,Hydro
27/12/2023 17:00,2.42,Self-consumption
27/12/2023 17:00,0,Photovoltaic
27/12/2023 17:00,22.63,Thermal
27/12/2023 16:00,4.76,Hydro
27/12/2023 16:00,2.48,Self-consumption
27/12/2023 16:00,0.22,Photovoltaic
27/12/2023 16:00,0.63,Geothermal
27/12/2023 16:00,21.57,Thermal
27/12/2023 16:00,0.23,Wind
27/12/2023 15:00,1.92,Photovoltaic
27/12/2023 15:00,0.63,Geothermal
27/12/2023 15:00,20.5,Thermal
27/12/2023 15:00,2.92,Self-consumption
27/12/2023 15:00,3.64,Hydro
27/12/2023 15:00,0.2,Wind
27/12/2023 14:00,2.81,Hydro
27/12/2023 14:00,3.26,Self-consumption
27/12/2023 14:00,3.83,Photovoltaic
27/12/2023 14:00,0.63,Geothermal
27/12/2023 14:00,0.24,Wind
27/12/2023 14:00,19.16,Thermal
27/12/2023 13:00,0.63,Geothermal
27/12/2023 13:00,3.17,Self-consumption
27/12/2023 13:00,4.12,Photovoltaic
27/12/2023 13:00,2.58,Hydro
27/12/2023 13:00,0.22,Wind
27/12/2023 13:00,17.58,Thermal
27/12/2023 12:00,0.63,Geothermal
27/12/2023 12:00,3.26,Self-consumption
27/12/2023 12:00,4.43,Photovoltaic
27/12/2023 12:00,2.53,Hydro
27/12/2023 12:00,0.2,Wind
27/12/2023 12:00,17.11,Thermal
27/12/2023 11:00,0.63,Geothermal
27/12/2023 11:00,3.24,Self-consumption
27/12/2023 11:00,4.36,Photovoltaic
27/12/2023 11:00,3.41,Hydro
27/12/2023 11:00,0.18,Wind
27/12/2023 11:00,17.79,Thermal
27/12/2023 10:00,18.2,Thermal
27/12/2023 10:00,0.6,Geothermal
27/12/2023 10:00,0.21,Wind
27/12/2023 10:00,4.08,Photovoltaic
27/12/2023 10:00,4.21,Hydro
27/12/2023 10:00,3.18,Self-consumption
27/12/2023 09:00,0.61,Geothermal
27/12/2023 09:00,2.92,Self-consumption
27/12/2023 09:00,2.99,Photovoltaic
27/12/2023 09:00,5.05,Hydro
27/12/2023 09:00,0.22,Wind
27/12/2023 09:00,18.42,Thermal
27/12/2023 08:00,0.63,Geothermal
27/12/2023 08:00,2.4,Self-consumption
27/12/2023 08:00,0.97,Photovoltaic
27/12/2023 08:00,5.43,Hydro
27/12/2023 08:00,0.28,Wind
27/12/2023 08:00,18.13,Thermal
27/12/2023 07:00,0.63,Geothermal
27/12/2023 07:00,2.1,Self-consumption
27/12/2023 07:00,0.06,Photovoltaic
27/12/2023 07:00,4.74,Hydro
