Date,Actual Generation,Primary Source
28/02/2026 20:00,16.84,Thermal
28/02/2026 20:00,0.2,Wind
28/02/2026 20:00,0.6,Geothermal
28/02/2026 20:00,0,Photovoltaic
28/02/2026 20:00,2.54,Self-consumption
28/02/2026 19:45,7.4,Hydro
28/02/2026 19:45,2.53,Self-consumption
28/02/2026 19:45,0,Photovoltaic
28/02/2026 19:45,0.6,Geothermal
28/02/2026 19:45,0.2,Wind
28/02/2026 19:45,16.72,Thermal
28/02/2026 19:30,7.44,Hydro
28/02/2026 19:30,2.61,Self-consumption
28/02/2026 19:30,0,Photovoltaic
28/02/2026 19:30,0.6,Geothermal
28/02/2026 19:30,0.2,Wind
28/02/2026 19:30,16.88,Thermal
28/02/2026 19:15,7.64,Hydro
28/02/2026 19:15,16.72,Thermal
28/02/2026 19:15,0.2,Wind
28/02/2026 19:15,0.6,Geothermal
28/02/2026 19:15,0,Photovoltaic
28/02/2026 19:15,2.61,Self-consumption
28/02/2026 19:00,0.6,Geothermal
28/02/2026 19:00,7.4,Hydro
28/02/2026 19:00,0,Photovoltaic
28/02/2026 19:00,16.8,Thermal
28/02/2026 19:00,2.51,Self-consumption
28/02/2026 19:00,0.24,Wind
28/02/2026 18:45,0,Photovoltaic
28/02/2026 18:45,0.6,Geothermal
28/02/2026 18:45,0.24,Wind
28/02/2026 18:45,16.24,Thermal
28/02/2026 18:45,2.5,Self-consumption
28/02/2026 18:45,6.64,Hydro
28/02/2026 18:30,16.04,Thermal
28/02/2026 18:30,0.28,Wind
28/02/2026 18:30,0.6,Geothermal
28/02/2026 18:30,6.4,Hydro
28/02/2026 18:30,2.49,Self-consumption
28/02/2026 18:30,0,Photovoltaic
28/02/2026 18:15,16.12,Thermal
28/02/2026 18:15,0.28,Wind
28/02/2026 18:15,0.6,Geothermal
28/02/2026 18:15,2.47,Self-consumption
28/02/2026 18:15,5.84,Hydro
28/02/2026 18:15,0,Photovoltaic
28/02/2026 18:00,2.38,Self-consumption
28/02/2026 18:00,5.72,Hydro
28/02/2026 18:00,0.6,Geothermal
28/02/2026 18:00,0.28,Wind
28/02/2026 18:00,0,Photovoltaic
28/02/2026 18:00,15.96,Thermal
28/02/2026 17:45,4.92,Hydro
28/02/2026 17:45,2.34,Self-consumption
28/02/2026 17:45,0.08,Photovoltaic
28/02/2026 17:45,0.6,Geothermal
28/02/2026 17:45,0.28,Wind
28/02/2026 17:45,15.76,Thermal
28/02/2026 17:30,4.68,Hydro
28/02/2026 17:30,2.23,Self-consumption
28/02/2026 17:30,0.28,Photovoltaic
28/02/2026 17:30,0.6,Geothermal
28/02/2026 17:30,0.28,Wind
28/02/2026 17:30,15.72,Thermal
28/02/2026 17:15,4.4,Hydro
28/02/2026 17:15,15.16,Thermal
28/02/2026 17:15,0.28,Wind
28/02/2026 17:15,0.6,Geothermal
28/02/2026 17:15,0.84,Photovoltaic
28/02/2026 17:15,2.34,Self-consumption
28/02/2026 17:00,4.36,Hydro
28/02/2026 17:00,14,Thermal
28/02/2026 17:00,0.32,Wind
28/02/2026 17:00,0.6,Geothermal
28/02/2026 17:00,1.72,Photovoltaic
28/02/2026 17:00,2.58,Self-consumption
28/02/2026 16:45,3.32,Hydro
28/02/2026 16:45,2.92,Self-consumption
28/02/2026 16:45,2.76,Photovoltaic
28/02/2026 16:45,0.6,Geothermal
28/02/2026 16:45,0.32,Wind
28/02/2026 16:45,14.52,Thermal
28/02/2026 16:30,13.48,Thermal
28/02/2026 16:30,3.08,Hydro
28/02/2026 16:30,3.08,Self-consumption
28/02/2026 16:30,3.92,Photovoltaic
28/02/2026 16:30,0.6,Geothermal
28/02/2026 16:30,0.32,Wind
28/02/2026 16:15,3,Hydro
28/02/2026 16:15,12.52,Thermal
28/02/2026 16:15,0.28,Wind
28/02/2026 16:15,0.6,Geothermal
28/02/2026 16:15,5.24,Photovoltaic
28/02/2026 16:15,3.35,Self-consumption
28/02/2026 16:00,0.6,Geothermal
28/02/2026 16:00,2.88,Hydro
28/02/2026 16:00,6.52,Photovoltaic
28/02/2026 16:00,12,Thermal
28/02/2026 16:00,3.63,Self-consumption
28/02/2026 16:00,0.28,Wind
28/02/2026 15:45,2.48,Hydro
28/02/2026 15:45,4.04,Self-consumption
28/02/2026 15:45,7.52,Photovoltaic
28/02/2026 15:45,0.6,Geothermal
28/02/2026 15:45,0.28,Wind
28/02/2026 15:45,12.64,Thermal
28/02/2026 15:30,2.48,Hydro
28/02/2026 15:30,4.27,Self-consumption
28/02/2026 15:30,8.52,Photovoltaic
28/02/2026 15:30,0.6,Geothermal
28/02/2026 15:30,0.28,Wind
28/02/2026 15:30,12.2,Thermal
28/02/2026 15:15,2.48,Hydro
28/02/2026 15:15,11.24,Thermal
28/02/2026 15:15,0.24,Wind
28/02/2026 15:15,0.6,Geothermal
28/02/2026 15:15,9.44,Photovoltaic
28/02/2026 15:15,4.43,Self-consumption
28/02/2026 15:00,2.48,Hydro
28/02/2026 15:00,10.8,Thermal
28/02/2026 15:00,0.24,Wind
28/02/2026 15:00,0.6,Geothermal
28/02/2026 15:00,10.2,Photovoltaic
28/02/2026 15:00,4.54,Self-consumption
28/02/2026 14:45,2.4,Hydro
28/02/2026 14:45,4.73,Self-consumption
28/02/2026 14:45,10.64,Photovoltaic
28/02/2026 14:45,0.6,Geothermal
28/02/2026 14:45,0.24,Wind
28/02/2026 14:45,11.32,Thermal
28/02/2026 14:30,2.36,Hydro
28/02/2026 14:30,4.82,Self-consumption
28/02/2026 14:30,10.96,Photovoltaic
28/02/2026 14:30,0.6,Geothermal
28/02/2026 14:30,0.24,Wind
28/02/2026 14:30,11,Thermal
28/02/2026 14:15,2.36,Hydro
28/02/2026 14:15,10.92,Thermal
28/02/2026 14:15,0.24,Wind
28/02/2026 14:15,0.6,Geothermal
28/02/2026 14:15,10.96,Photovoltaic
28/02/2026 14:15,4.88,Self-consumption
28/02/2026 14:00,2.36,Hydro
28/02/2026 14:00,10.56,Thermal
28/02/2026 14:00,0.24,Wind
28/02/2026 14:00,0.6,Geothermal
28/02/2026 14:00,11.24,Photovoltaic
28/02/2026 14:00,4.9,Self-consumption
28/02/2026 13:45,0.24,Wind
28/02/2026 13:45,4.94,Self-consumption
28/02/2026 13:45,11.32,Photovoltaic
28/02/2026 13:45,0.6,Geothermal
28/02/2026 13:45,2.36,Hydro
28/02/2026 13:45,10.52,Thermal
28/02/2026 13:30,2.36,Hydro
28/02/2026 13:30,0.24,Wind
28/02/2026 13:30,10.44,Thermal
28/02/2026 13:30,0.6,Geothermal
28/02/2026 13:30,11.48,Photovoltaic
28/02/2026 13:30,5.05,Self-consumption
28/02/2026 13:15,10.48,Thermal
28/02/2026 13:15,11.68,Photovoltaic
28/02/2026 13:15,0.6,Geothermal
28/02/2026 13:15,0.2,Wind
28/02/2026 13:15,5.12,Self-consumption
28/02/2026 13:15,2.36,Hydro
28/02/2026 13:00,10.4,Thermal
28/02/2026 13:00,0.2,Wind
28/02/2026 13:00,2.36,Hydro
28/02/2026 13:00,5.16,Self-consumption
28/02/2026 13:00,11.8,Photovoltaic
28/02/2026 13:00,0.6,Geothermal
28/02/2026 12:45,2.48,Hydro
28/02/2026 12:45,5.18,Self-consumption
28/02/2026 12:45,11.68,Photovoltaic
28/02/2026 12:45,0.6,Geothermal
28/02/2026 12:45,0.2,Wind
28/02/2026 12:45,10.24,Thermal
28/02/2026 12:30,2.72,Hydro
28/02/2026 12:30,5.22,Self-consumption
28/02/2026 12:30,11.64,Photovoltaic
28/02/2026 12:30,0.6,Geothermal
28/02/2026 12:30,0.2,Wind
28/02/2026 12:30,10.08,Thermal
28/02/2026 12:15,2.84,Hydro
28/02/2026 12:15,10.08,Thermal
28/02/2026 12:15,0.2,Wind
28/02/2026 12:15,0.6,Geothermal
28/02/2026 12:15,11.56,Photovoltaic
28/02/2026 12:15,5.27,Self-consumption
28/02/2026 12:00,2.8,Hydro
28/02/2026 12:00,10.72,Thermal
28/02/2026 12:00,0.16,Wind
28/02/2026 12:00,0.6,Geothermal
28/02/2026 12:00,11.32,Photovoltaic
28/02/2026 12:00,5.26,Self-consumption
28/02/2026 11:45,3.16,Hydro
28/02/2026 11:45,5.21,Self-consumption
28/02/2026 11:45,11.16,Photovoltaic
28/02/2026 11:45,0.6,Geothermal
28/02/2026 11:45,0.16,Wind
28/02/2026 11:45,10.36,Thermal
28/02/2026 11:30,3.52,Hydro
28/02/2026 11:30,10.2,Thermal
28/02/2026 11:30,0.16,Wind
28/02/2026 11:30,0.6,Geothermal
28/02/2026 11:30,5.22,Self-consumption
28/02/2026 11:30,11.04,Photovoltaic
28/02/2026 11:15,10.8,Photovoltaic
28/02/2026 11:15,5.18,Self-consumption
28/02/2026 11:15,3.52,Hydro
28/02/2026 11:15,0.6,Geothermal
28/02/2026 11:15,10.64,Thermal
28/02/2026 11:15,0.16,Wind
28/02/2026 11:00,3.56,Hydro
28/02/2026 11:00,0.6,Geothermal
28/02/2026 11:00,0.16,Wind
28/02/2026 11:00,10.84,Thermal
28/02/2026 11:00,10.48,Photovoltaic
28/02/2026 11:00,5.12,Self-consumption
28/02/2026 10:45,10.04,Photovoltaic
28/02/2026 10:45,0.6,Geothermal
28/02/2026 10:45,0.16,Wind
28/02/2026 10:45,10.92,Thermal
28/02/2026 10:45,4.87,Self-consumption
28/02/2026 10:45,3.72,Hydro
28/02/2026 10:30,11.44,Thermal
28/02/2026 10:30,0.16,Wind
28/02/2026 10:30,0.6,Geothermal
28/02/2026 10:30,3.88,Hydro
28/02/2026 10:30,4.84,Self-consumption
28/02/2026 10:30,9.68,Photovoltaic
28/02/2026 10:15,12.28,Thermal
28/02/2026 10:15,0.16,Wind
28/02/2026 10:15,0.6,Geothermal
28/02/2026 10:15,4.74,Self-consumption
28/02/2026 10:15,3.92,Hydro
28/02/2026 10:15,9.28,Photovoltaic
28/02/2026 10:00,4.6,Self-consumption
28/02/2026 10:00,4.28,Hydro
28/02/2026 10:00,0.6,Geothermal
28/02/2026 10:00,0.16,Wind
28/02/2026 10:00,8.96,Photovoltaic
28/02/2026 10:00,12.44,Thermal
28/02/2026 09:45,5.16,Hydro
28/02/2026 09:45,4.44,Self-consumption
28/02/2026 09:45,8.56,Photovoltaic
28/02/2026 09:45,0.6,Geothermal
28/02/2026 09:45,0.16,Wind
28/02/2026 09:45,12.44,Thermal
28/02/2026 09:30,5.6,Hydro
28/02/2026 09:30,4.3,Self-consumption
28/02/2026 09:30,7.76,Photovoltaic
28/02/2026 09:30,0.6,Geothermal
28/02/2026 09:30,0.16,Wind
28/02/2026 09:30,12.88,Thermal
28/02/2026 09:15,6.12,Hydro
28/02/2026 09:15,13.24,Thermal
28/02/2026 09:15,0.16,Wind
28/02/2026 09:15,0.6,Geothermal
28/02/2026 09:15,6.92,Photovoltaic
28/02/2026 09:15,4.19,Self-consumption
28/02/2026 09:00,5.16,Hydro
28/02/2026 09:00,13.32,Thermal
28/02/2026 09:00,0.16,Wind
28/02/2026 09:00,0.6,Geothermal
28/02/2026 09:00,6.04,Photovoltaic
28/02/2026 09:00,3.84,Self-consumption
28/02/2026 08:45,4.84,Hydro
28/02/2026 08:45,3.51,Self-consumption
28/02/2026 08:45,5.2,Photovoltaic
28/02/2026 08:45,0.6,Geothermal
28/02/2026 08:45,0.16,Wind
28/02/2026 08:45,13.16,Thermal
28/02/2026 08:30,4.92,Hydro
28/02/2026 08:30,3.27,Self-consumption
28/02/2026 08:30,4.52,Photovoltaic
28/02/2026 08:30,0.6,Geothermal
28/02/2026 08:30,0.16,Wind
28/02/2026 08:30,13.32,Thermal
28/02/2026 08:15,0.6,Geothermal
28/02/2026 08:15,4.92,Hydro
28/02/2026 08:15,3.68,Photovoltaic
28/02/2026 08:15,13.52,Thermal
28/02/2026 08:15,3.01,Self-consumption
28/02/2026 08:15,0.16,Wind
28/02/2026 08:00,4.36,Hydro
28/02/2026 08:00,13.44,Thermal
28/02/2026 08:00,0.16,Wind
28/02/2026 08:00,0.6,Geothermal
28/02/2026 08:00,2.84,Photovoltaic
28/02/2026 08:00,2.76,Self-consumption
28/02/2026 07:45,0.16,Wind
28/02/2026 07:45,4.4,Hydro
28/02/2026 07:45,13.16,Thermal
28/02/2026 07:45,2.55,Self-consumption
28/02/2026 07:45,2.08,Photovoltaic
28/02/2026 07:45,0.6,Geothermal
28/02/2026 07:30,4.4,Hydro
28/02/2026 07:30,2.34,Self-consumption
28/02/2026 07:30,1.32,Photovoltaic
28/02/2026 07:30,0.6,Geothermal
28/02/2026 07:30,0.2,Wind
28/02/2026 07:30,13.08,Thermal
28/02/2026 07:15,4.4,Hydro
28/02/2026 07:15,13.12,Thermal
28/02/2026 07:15,0.2,Wind
28/02/2026 07:15,0.6,Geothermal
28/02/2026 07:15,0.76,Photovoltaic
28/02/2026 07:15,2.18,Self-consumption
28/02/2026 07:00,4.28,Hydro
28/02/2026 07:00,13.12,Thermal
28/02/2026 07:00,0.2,Wind
28/02/2026 07:00,0.6,Geothermal
28/02/2026 07:00,0.32,Photovoltaic
28/02/2026 07:00,2.07,Self-consumption
28/02/2026 06:45,3.92,Hydro
28/02/2026 06:45,2.08,Self-consumption
28/02/2026 06:45,0.08,Photovoltaic
28/02/2026 06:45,0.6,Geothermal
28/02/2026 06:45,0.2,Wind
28/02/2026 06:45,13.32,Thermal
28/02/2026 06:30,3.92,Hydro
28/02/2026 06:30,2.04,Self-consumption
28/02/2026 06:30,0,Photovoltaic
28/02/2026 06:30,0.6,Geothermal
28/02/2026 06:30,0.16,Wind
28/02/2026 06:30,13.36,Thermal
28/02/2026 06:15,3.84,Hydro
28/02/2026 06:15,13.24,Thermal
28/02/2026 06:15,0.2,Wind
28/02/2026 06:15,0.6,Geothermal
28/02/2026 06:15,0,Photovoltaic
28/02/2026 06:15,1.98,Self-consumption
28/02/2026 06:00,3.76,Hydro
28/02/2026 06:00,12.92,Thermal
28/02/2026 06:00,0.2,Wind
28/02/2026 06:00,0.6,Geothermal
28/02/2026 06:00,0,Photovoltaic
28/02/2026 06:00,1.94,Self-consumption
28/02/2026 05:45,0.2,Wind
28/02/2026 05:45,1.89,Self-consumption
28/02/2026 05:45,0,Photovoltaic
28/02/2026 05:45,0.6,Geothermal
28/02/2026 05:45,2.96,Hydro
28/02/2026 05:45,12.8,Thermal
28/02/2026 05:30,0.2,Wind
28/02/2026 05:30,12.72,Thermal
28/02/2026 05:30,0.6,Geothermal
28/02/2026 05:30,0,Photovoltaic
28/02/2026 05:30,1.77,Self-consumption
28/02/2026 05:30,2.84,Hydro
28/02/2026 05:15,12.64,Thermal
28/02/2026 05:15,0,Photovoltaic
28/02/2026 05:15,0.6,Geothermal
28/02/2026 05:15,0.24,Wind
28/02/2026 05:15,1.71,Self-consumption
28/02/2026 05:15,2.84,Hydro
28/02/2026 05:00,12.2,Thermal
28/02/2026 05:00,0.24,Wind
28/02/2026 05:00,2.76,Hydro
28/02/2026 05:00,1.71,Self-consumption
28/02/2026 05:00,0,Photovoltaic
28/02/2026 05:00,0.6,Geothermal
28/02/2026 04:45,2.68,Hydro
28/02/2026 04:45,1.68,Self-consumption
28/02/2026 04:45,0,Photovoltaic
28/02/2026 04:45,0.6,Geothermal
28/02/2026 04:45,0.24,Wind
28/02/2026 04:45,11.84,Thermal
28/02/2026 04:30,2.68,Hydro
28/02/2026 04:30,1.64,Self-consumption
28/02/2026 04:30,0,Photovoltaic
28/02/2026 04:30,0.6,Geothermal
28/02/2026 04:30,0.24,Wind
28/02/2026 04:30,11.92,Thermal
28/02/2026 04:15,2.68,Hydro
28/02/2026 04:15,12.08,Thermal
28/02/2026 04:15,0.24,Wind
28/02/2026 04:15,0.6,Geothermal
28/02/2026 04:15,0,Photovoltaic
28/02/2026 04:15,1.58,Self-consumption
28/02/2026 04:00,2.68,Hydro
28/02/2026 04:00,12.08,Thermal
28/02/2026 04:00,0.24,Wind
28/02/2026 04:00,0.6,Geothermal
28/02/2026 04:00,0,Photovoltaic
28/02/2026 04:00,1.62,Self-consumption
28/02/2026 03:45,2.68,Hydro
28/02/2026 03:45,1.65,Self-consumption
28/02/2026 03:45,0,Photovoltaic
28/02/2026 03:45,0.6,Geothermal
28/02/2026 03:45,0.24,Wind
28/02/2026 03:45,12.04,Thermal
28/02/2026 03:30,2.64,Hydro
28/02/2026 03:30,1.63,Self-consumption
28/02/2026 03:30,0,Photovoltaic
28/02/2026 03:30,0.6,Geothermal
28/02/2026 03:30,0.24,Wind
28/02/2026 03:30,11.84,Thermal
28/02/2026 03:15,0.6,Geothermal
28/02/2026 03:15,2.64,Hydro
28/02/2026 03:15,0,Photovoltaic
28/02/2026 03:15,12.16,Thermal
28/02/2026 03:15,1.6,Self-consumption
28/02/2026 03:15,0.24,Wind
28/02/2026 03:00,2.64,Hydro
28/02/2026 03:00,12.44,Thermal
28/02/2026 03:00,0.24,Wind
28/02/2026 03:00,0.6,Geothermal
28/02/2026 03:00,0,Photovoltaic
28/02/2026 03:00,1.55,Self-consumption
28/02/2026 02:45,2.92,Hydro
28/02/2026 02:45,0,Photovoltaic
28/02/2026 02:45,0.6,Geothermal
28/02/2026 02:45,0.28,Wind
28/02/2026 02:45,11.84,Thermal
28/02/2026 02:45,1.48,Self-consumption
28/02/2026 02:30,12.08,Thermal
28/02/2026 02:30,0.32,Wind
28/02/2026 02:30,0.6,Geothermal
28/02/2026 02:30,2.92,Hydro
28/02/2026 02:30,1.51,Self-consumption
28/02/2026 02:30,0,Photovoltaic
28/02/2026 02:15,12.4,Thermal
28/02/2026 02:15,0.36,Wind
28/02/2026 02:15,0.6,Geothermal
28/02/2026 02:15,1.54,Self-consumption
28/02/2026 02:15,2.92,Hydro
28/02/2026 02:15,0,Photovoltaic
28/02/2026 02:00,1.66,Self-consumption
28/02/2026 02:00,2.92,Hydro
28/02/2026 02:00,0.6,Geothermal
28/02/2026 02:00,0.36,Wind
28/02/2026 02:00,0,Photovoltaic
28/02/2026 02:00,12.6,Thermal
28/02/2026 01:45,3.52,Hydro
28/02/2026 01:45,1.72,Self-consumption
28/02/2026 01:45,0,Photovoltaic
28/02/2026 01:45,0.6,Geothermal
28/02/2026 01:45,0.32,Wind
28/02/2026 01:45,12.2,Thermal
28/02/2026 01:30,3.44,Hydro
28/02/2026 01:30,1.77,Self-consumption
28/02/2026 01:30,0,Photovoltaic
28/02/2026 01:30,0.6,Geothermal
28/02/2026 01:30,0.32,Wind
28/02/2026 01:30,12.84,Thermal
28/02/2026 01:15,3.4,Hydro
28/02/2026 01:15,13.04,Thermal
28/02/2026 01:15,0.28,Wind
28/02/2026 01:15,0.6,Geothermal
28/02/2026 01:15,0,Photovoltaic
28/02/2026 01:15,1.8,Self-consumption
28/02/2026 01:00,3.44,Hydro
28/02/2026 01:00,12.88,Thermal
28/02/2026 01:00,0.28,Wind
28/02/2026 01:00,0.6,Geothermal
28/02/2026 01:00,0,Photovoltaic
28/02/2026 01:00,1.87,Self-consumption
28/02/2026 00:45,3.56,Hydro
28/02/2026 00:45,1.83,Self-consumption
28/02/2026 00:45,0,Photovoltaic
28/02/2026 00:45,0.6,Geothermal
28/02/2026 00:45,0.32,Wind
28/02/2026 00:45,12.84,Thermal
28/02/2026 00:30,3.6,Hydro
28/02/2026 00:30,1.95,Self-consumption
28/02/2026 00:30,0,Photovoltaic
28/02/2026 00:30,0.6,Geothermal
28/02/2026 00:30,0.32,Wind
28/02/2026 00:30,13.52,Thermal
28/02/2026 00:15,3.6,Hydro
28/02/2026 00:15,14,Thermal
28/02/2026 00:15,0.36,Wind
28/02/2026 00:15,0.6,Geothermal
28/02/2026 00:15,0,Photovoltaic
28/02/2026 00:15,2.02,Self-consumption
28/02/2026 00:00,0,Photovoltaic
28/02/2026 00:00,3.48,Hydro
28/02/2026 00:00,2.41,Self-consumption
28/02/2026 00:00,14.8,Thermal
28/02/2026 00:00,0.36,Wind
28/02/2026 00:00,0.6,Geothermal
27/02/2026 23:45,3.32,Hydro
27/02/2026 23:45,2.82,Self-consumption
27/02/2026 23:45,0,Photovoltaic
27/02/2026 23:45,0.6,Geothermal
27/02/2026 23:45,0.36,Wind
27/02/2026 23:45,16.2,Thermal
27/02/2026 23:30,3.36,Hydro
27/02/2026 23:30,2.92,Self-consumption
27/02/2026 23:30,0,Photovoltaic
27/02/2026 23:30,0.6,Geothermal
27/02/2026 23:30,0.36,Wind
27/02/2026 23:30,16.8,Thermal
27/02/2026 23:15,3.28,Hydro
27/02/2026 23:15,17.8,Thermal
27/02/2026 23:15,0.44,Wind
27/02/2026 23:15,0.6,Geothermal
27/02/2026 23:15,0,Photovoltaic
27/02/2026 23:15,2.96,Self-consumption
27/02/2026 23:00,3.28,Hydro
27/02/2026 23:00,18.2,Thermal
27/02/2026 23:00,0.44,Wind
27/02/2026 23:00,0.6,Geothermal
27/02/2026 23:00,0,Photovoltaic
27/02/2026 23:00,3.11,Self-consumption
27/02/2026 22:45,0,Photovoltaic
27/02/2026 22:45,3.13,Self-consumption
27/02/2026 22:45,3.44,Hydro
27/02/2026 22:45,17.76,Thermal
27/02/2026 22:45,0.44,Wind
27/02/2026 22:45,0.6,Geothermal
27/02/2026 22:30,0.36,Wind
27/02/2026 22:30,0.6,Geothermal
27/02/2026 22:30,0,Photovoltaic
27/02/2026 22:30,3.31,Self-consumption
27/02/2026 22:30,3.48,Hydro
27/02/2026 22:30,18.36,Thermal
27/02/2026 22:15,3.33,Self-consumption
27/02/2026 22:15,3.52,Hydro
27/02/2026 22:15,0,Photovoltaic
27/02/2026 22:15,0.36,Wind
27/02/2026 22:15,0.6,Geothermal
27/02/2026 22:15,18.8,Thermal
27/02/2026 22:00,3.6,Hydro
27/02/2026 22:00,3.52,Self-consumption
27/02/2026 22:00,0,Photovoltaic
27/02/2026 22:00,19.2,Thermal
27/02/2026 22:00,0.32,Wind
27/02/2026 22:00,0.6,Geothermal
27/02/2026 21:45,4.16,Hydro
27/02/2026 21:45,3.87,Self-consumption
27/02/2026 21:45,0,Photovoltaic
27/02/2026 21:45,0.6,Geothermal
27/02/2026 21:45,0.32,Wind
27/02/2026 21:45,19.56,Thermal
27/02/2026 21:30,4.16,Hydro
27/02/2026 21:30,4.12,Self-consumption
27/02/2026 21:30,0,Photovoltaic
27/02/2026 21:30,0.6,Geothermal
27/02/2026 21:30,0.28,Wind
27/02/2026 21:30,20.32,Thermal
27/02/2026 21:15,4.28,Hydro
27/02/2026 21:15,20.96,Thermal
27/02/2026 21:15,0.24,Wind
27/02/2026 21:15,0.6,Geothermal
27/02/2026 21:15,0,Photovoltaic
27/02/2026 21:15,4.26,Self-consumption
27/02/2026 21:00,4.4,Hydro
27/02/2026 21:00,21.36,Thermal
27/02/2026 21:00,0.24,Wind
27/02/2026 21:00,0.6,Geothermal
27/02/2026 21:00,0,Photovoltaic
27/02/2026 21:00,4.36,Self-consumption
27/02/2026 20:45,0,Photovoltaic
27/02/2026 20:45,5.84,Hydro
27/02/2026 20:45,0.6,Geothermal
27/02/2026 20:45,4.6,Self-consumption
27/02/2026 20:45,0.24,Wind
27/02/2026 20:45,21.76,Thermal
27/02/2026 20:30,5.96,Hydro
27/02/2026 20:30,4.84,Self-consumption
27/02/2026 20:30,0,Photovoltaic
27/02/2026 20:30,0.6,Geothermal
27/02/2026 20:30,0.24,Wind
27/02/2026 20:30,21.8,Thermal
27/02/2026 20:15,6.52,Hydro
27/02/2026 20:15,21.56,Thermal
27/02/2026 20:15,0.24,Wind
27/02/2026 20:15,0.6,Geothermal
27/02/2026 20:15,0,Photovoltaic
27/02/2026 20:15,4.96,Self-consumption
27/02/2026 20:00,6.72,Hydro
27/02/2026 20:00,21.76,Thermal
27/02/2026 20:00,0.28,Wind
27/02/2026 20:00,0.6,Geothermal
27/02/2026 20:00,0,Photovoltaic
27/02/2026 20:00,5.1,Self-consumption
27/02/2026 19:45,5.06,Self-consumption
27/02/2026 19:45,0,Photovoltaic
27/02/2026 19:45,0.6,Geothermal
27/02/2026 19:45,0.28,Wind
27/02/2026 19:45,21.96,Thermal
